Series Number,Filename,Name,Description,Gender,Attributes,UUID,Hash
372,adaora-the-choir mistress,adaora the choir mistress,"Adaora, our able choir mistress that will take your boyfriend for vanishing.",Female,,df944505-da1a-424e-88aa-b9d365bd2775,b0bf556f997bc96a2b219bfdaf32d2ee3ba43d19995095a1a0e01d9cec1138ee
373,busayo-the-husband snatcher,busayo the husband snatcher,"Miss Busayo, Can transplant your husband with the blink of her eyes",Female,,73c8d935-4a71-41d2-a1de-066ae8d548e6,24e1c8a27865acc39ee4040808deb0d218025f7af97a4c8af371fa8a2831217f
374,wangari-the-waitress,wangari the waitress,"Wangari, the aspiring musician that doubles as a waitress.",Female,"Accessory: Purple earrings, eyes: brown eyes",4bd7a15b-cc66-4e2d-8fdb-d550f2dd645c,34626b56ddfd384bb37a590117fb6da306a30da04644d6ddbc70f9a4c070d81c
375,charlene-the-shy lady,charlene the shy lady,"Meet Charlene, the shy sweetheart next door.",Female,,36539b84-ada0-43cb-92d4-30596e07a39a,6249b0acca8da7444c481447a167d39cbfc03d9edbcffbadfa7f67c3590ffc10
376,addae-the-unretired,addae the unretired,"Mummy Addae, the hot grandma that has refused to retire.",Female,,ced7b53c-73de-4fc7-a652-2b17ebfe68c9,b24df0544dc0e9a887f5cc2162c427200bf43de2fa24753b9a99491674ee51be
377,abena-the-slay queen,abena the slay queen,"Abena, the gang's slay queen",Female,,1e4728e1-3e45-4972-9755-4a38e784ff91,2c601dbb5bf1f864b8d7d751d305753f79bc8cbf37a801d9b7063ed85d597cfc
378,gasira-the-violence mama,gasira the violence mama,"Sister Gasira, wipes people Oraimo cord for a living.",Female,,ea72337f-658f-4198-9ad6-39bc6212c20d,9d0fd170193298d89354622d4f74c899f2c31357077081bf73aee593ed5dd465
379,salamatou-the-exchange student,salamatou the exchange student,"Salamatou, An Ivorian exchange student who's in love with Amala.",Female,,0e216fd1-d96a-4e3c-a59b-c807f772c5b3,eef5d9607f312d26722d305078cd21ee4b44d36e71e5ae2591de7c97b3f1de7a
380,nguyen-the-foreigner,nguyen the foreigner,"Meet Nguyen, the Asian Aunt that's addicted to Waakaye.",Female,,0381301b-b5a3-42c1-9f73-2c43c0b8493f,01287818fc3df89c3e6719254797e2bcbd57da25252a28e87774ab01806ce0f3
,,,,,,,83355207526f3aa4501fa67ac0878eeec53ac0391b1c1499df8b13956d0fe9c0
TEAM AXE,,,,,,,0499ee211543aa7bf83d60bf98efbbd0f7a1f6fffe29f612895069acabed7f64
381,Olofi,Olofi,Olofi is the Yoruba creator god and messenger.,Male,Eyes: Sky Blue. Accessories: FaceMask. Strength: Creation God. Weakness: Love,26340cc4-e334-494e-a737-f2b4bb9bb22e,1df4ed45c2fbb49f99bb9af4f0c7ddba4d924a8edc05fb0cf594ff399a6cd860
382,Amadioha,Amadioha,Amadioha is the Igbo high god of thunder.,Male,Eyes:Shut. Hair: Bald. Accessories: FaceMask,a0586a93-7aff-43cc-8282-d081b8d6fe90,4f7479e252b750505b0216646aa04a886502333a4c441b1f377e156e0c30045f
383,Sango,Sango,Sango is the yoruba diety of thunder.,Male,Hair:Shiny Bald. Clothing: AsoOke,15e1775c-74fe-4a0b-b79c-49f6b730fa89,35d772033dbd5ae288cd2aefe553d092b94b95c63007a4471b2c0c2e93191aea
384,Agwu,Agwu,Agwu is the Igbo deity of health and divination.,Male,Eyes: Aquamarine. Hair: Shiny Bald. Expression: Childlike,311a6713-66c9-43ce-82d8-e3ce03a87a81,1d31ddb5b1dd7e0a5999010dab540a7632bb9630156cb725988425ed5f693e38
385,Tano,Tano,Tano is the master of the Ghana river Tano.,Male,Eyes: Squinted.  Clothing: Yellow Danshiki with patterns,9c34a73f-33ee-4577-aba8-0982c1656ba7,49f2898521fd35ddea71b31ebb8e6fe50abe52e5109fba8a48ff85fbf9f82e79
386,Anansi,Anansi,Anansi is a trickster god of stories of the Ghana people.,Male,Eyes: Sleepy. Accessories: FaceMask.  Clothing: Black Danshiki with patterns. ,784f0f6b-4273-4a31-88d7-2455b96c9011,1e232ead35577a771df292cd7f4d11d6cb66692827f4b4ddce41c405e1a84da4
387,Nyame,Nyame,Nyame is the omnipotent god of the Ghana region.,Male,,f3af0bbd-0724-4696-89ff-ed67f63e6b4f,22b3cf4895d4d5af01a0bc63aaf3a151eabcb1d58d5469d4b4ea3e8e9a76231f
388,Obatala,Obatala,Obatala is the lord of all gods in the Yoruba land.,Male,,c447c120-830e-4543-9cb3-5917ba36bce8,b6af881ddc8920b58e554563d6aab6e5eee1be4673f8c8f8ec5a97d3b48317dc
389,Erinle,Erinle,"Erinle is a powerful hunter of the Yoruba land.,",Male,,dacbbb38-087d-4248-8085-13b619da0ef9,04e367932067148abccd5639fce99dc941384fed6adda07a1df11878c028e8e5
390,Ogun,Ogun,Ogun is the Yoruba God of iron and metal work.,Male,,94c607b3-791e-40df-bd93-50926f094143,7740e13c6d4205cfa884bafa8dd870f1ce2e84c7e99ed5c137991e7c557be712
391,Abosom,Abosom,Abosom is the goddess of wisdom and knowledge of the Ghana people.,Female,,b3427836-627b-41e4-a2d0-c29473448343,25d77c3302e09e5f74a389e5ace4adc70a638ff606feb36c1ca82a936dad0520
392,Oya,Oya,Oya is the goddess of violent storms and winds of the Yoruba people.,Female,,22aaebe4-4659-44de-ab3d-c4dae11fe9f5,b025a0ea234b74461134db60f26d2005545dd93635828ecc51150908d2724e7f
393,Agbala,Agbala,Agbala is the stylish goddess of the future for the Igbo region.,Female,,ca720bf9-5e47-4421-b38f-bc62162ae99e,4091c8ab8d8fdb53e4b3835707cc2bdb003dc4c1ea201186fb650e912eefc6de
394,Njoku-ji,Njoku-ji,Njoku-ji is the goddess of new yam of the Igbo people.,Female,,3b795bad-91b4-4d0e-8ed8-bccbb226fc55,a26e2c703b8aba12944e40ab27cc73fa6e0cb87f8b7c9d5827534fefd2a7a0a4
395,Akonadi,Akonadi,Akonadi is the goddess of justice and prophesies of the Ghana people.,Female,,2aebd094-3be5-4773-a7a0-361f6332a7d4,05b4f213f2a1da54a4343ec629722935f1de15dcf7db95c6a177369ae649bcb3
396,Onyame,Onyame,Onyame is the goddess of the moon of the ghana region,Female,,fb148f97-d309-45a4-b902-4e066ca13f96,a4a4f62c5a0065df1a1f4204a2522bf9ac7255209d500cf1ec4403238c17a21b
397,Ibeji,Ibeji,Ibeji is the goddess of balance and twin of the Yoruba people.,Female,,7b210c03-5446-462d-980e-c73dbbc1e386,9a7bb8b8e21924969f362119798cb9a9b4d9091cad0fa9e3e9bcbdebd9ce2b38
398,Asase-ya,Asase-ya,Asase-ya is the goddess of fertility and love of the Ghanaian people,Female,,80b51092-3fbc-4d0c-8518-fc461ccb6c80,8919cbda6c1138903c9ba225741446447a749dc779d826798b74ef94a43f6dfb
399,Yemoja,Yemoja,Yemoja is the stylish yoruba goddess of the rivers.,Female,,1693b44d-96cf-4c2d-89be-9f4219c28447,e8718dd59f0841fc1f3a555585d08de08d6bb3ae4ef17318daf0257824e8d28f
400,Yemaya,Yemaya,Yemaya is the Ghana goddess of rivers and waters.,Female,,9609d0f4-d9d3-4cff-aa06-a9c459fefa39,449db661a5a2b70ac2a91c5f172beae6e8afe28f1c1707b86ef093c2b82e9206
,,,,,,,83355207526f3aa4501fa67ac0878eeec53ac0391b1c1499df8b13956d0fe9c0
TEAM BOOT,,,,,,,f25c733d7af4fd4b868bbcbe2932555935d8aa4220b7c8c855ec40ebeb1f6497
401,smirky-becky,smirky becky,Becky ends every statement she makes with a smirk.,female,"Eyes: Brown, Accessories: Ankara beret",87bcc41f-eb3e-4ba2-9645-223c949a9b50,9b94fcb5f03a34a2ceacfdb8770dacd4828302cb934019d09fd6f2394845a3d3
402,ankara-scarlett,ankara scarlett,Scarlett is a tailor at yaba market and she loves what she does.,female,"Hair: Orange bun, Skin Colour: Caramel",66d0149f-5f2a-4ded-8e6b-9bd7d7631c39,4b207a241c9f4d84f04bf14f7cca22be0390f328caa79373519d9eebc363c257
403,sea-rastafaria,sea rastafaria,Ronke is the ghetto goddess that nobody wants to mess with. Stay clear!,female,"Hair: Purple dreadlocks, Skin Colour: Caramel",d1556c97-9075-49fc-8bde-1826bfc2dbe1,ce56ec92d4898b8c6c2c90afd7f64d98ed2c6e73867324fb93d8f248a131b069
404,pretty-betty,pretty betty,Betty is always proud of her beauty.,female,"Hair: Orange bob, Skin Colour: Caramel",6a4f5b7c-914d-42c5-8e5f-d1c34ca48886,fa61c21bb188be3e79ea5a0554bd4102531754d277f9244bda4c097bcc7947f2
405,lola-medusa,lola medusa,Lola knows how to seduce every guys she is into.,female,"Hair: Long red braids, Skin Colour: Caramel",32ec57f7-8272-4671-ad2d-db3dff99fe9f,eb01ae143a9671fb05c2ccde80ac6c751abfbffa740bc0fde05de664a09e1a91
406,bukola-nosend,bukola nosend,Bukola is friends with many but always get moody.,female,"Hair: Brunette bob, Skin Colour: Dark brown",59d19b13-09e2-412e-a669-df020e03ae10,f04279c1395fda66db0f8a03202386fba4fb4a2375ca9fb7a953f1704e69d996
407,burna-morgan,burna morgan,Morgan paints the town red with her red hair.,female,"Hair: Two brunette buns, Skin colour: Dark brown, Accessories: Tobacco pipe",d08af477-de20-4780-8449-46b87840b9fa,8c2f5b2717dba89b375b5e65ebd7fba468a3e3d75429e0010db0b1cd391fafeb
408,afro-star,afro star,Bimbo is an afro star with great affluence.,female,"Hair: Orange afro, Skin Colour: Caramel",40743b16-ae12-4b4a-989c-e5fbf1e2e0ca,5948604e4c0b47f6092e9767154b201a1af3e017e431c141ab57ee53b7ff883a
409,fiesty-sandra,fiesty sandra,"Sandra is a social animal, correct owambe ambassador.",female,"Hair: Brown bun, Accessories: Purple bubblegum",d875aa6c-3e4a-4450-b09c-e9f1cdcc3947,f1b259efd1a83cacdb498e008713abceb1a13030050d21949dc3492317801f5a
410,sister-nkechi-sabi,sister nkechi sabi,"Nkechi is the true definition of amebo, always in peoples business.",female,"Hair: Black low cut, Skin Colour: Brown",a728a380-1d33-4080-841d-80b041474d8f,cd22813f333b7df5393a9c50839122615b2022815ba00854a09b42d888ced62b
411,unfriendly-gina,unfriendly gina,"Gina is an angry one, she has no friends but she has a lot of money.",female,"Hair: Orange bun, Skin Colour: Caramel, Expression: Stoic",dd30a327-8a74-40a5-8207-19a790508ccc,da3c361f3c9d715c455d5f841b32a571cc3a402bd9614d15465289516b51cc77
412,dada-ganster,dada ganster,"Dada respects no one, always finds pleasure terrorising others.",female,"Hair: Purple dreadlocks, Skin Colour: Brown, Expression: Annoyed",e1a43f65-aad2-4385-ac5e-bc159c6e0f2a,2d541eb1729c31f8a73e38904c35c079a1b751f5b82f852c5b423f981ff6c916
413,idoncare-linda,idoncare linda,"Linda is a beautiful but very annoying girl, she turns every thing to a fight.",female,"Hair: Orange bob, Skin Colour: Caramel, Expression: Mischievous",ed04b47c-ae98-4db2-b71b-04d7bb976d45,4fa50ca11134b2e186202e787d0a7c280c83b336a592c77e06fbf8f874cef259
414,doubting-vivian,doubting vivian,"Vivian just like the thomas in the bible, she doubts all.",female,"Hair: Long red braids, Skin Colour: Caramel, Expression: Pissed",a0282797-44ef-4bfb-a701-e4ed5e727d63,7833a69c49d0dc276594ab7db9e80f1ea1b24fcd6a334316824e68dc599e00d3
415,simbi-side-eyed,simbi side eyed,Simbi is reserved but doesn't allow anyone intimidate her.,female,"Hair: Two orange buns, Skin Colour: Brown",1f99104c-e98b-4c9a-9891-00a481e86008,dd31f2b763b0652584c0d2c440ffd737c03d58991fc2321bed2666cbd59a2d54
416,bambi-tekno,bambi tekno,Bambi is the dancer of the team.,female,"Hair: Brown low buns, Skin Colour: Blue,  Accessories: Yellow sunglasses",95ff5e2c-1ff2-4d58-890b-de0f39f9d8ce,ee8098e2fed583ccdf961ad01d3111cce31797e97ba10ba258c8068890e8bad8
417,saka-portable,saka portable,Saka is forever convinced that his toothless smile is the icing on his cake.,male,"Skin Colour: Blue, Accessories: Purple cap and yellow sunglasses",bd98f74f-e42e-494e-8298-3183555ca666,3e65ab281bd4f4ba309e8a4d97dff0f0875a645467e5224ca311dcf0173fdf5c
418,king-of-boys,king of boys,Busayo finds her way in ruling the boys and that's why she's king of boys.,female,"Hair: Black buns, Skin color: White, Accessories: Cigarette pipe",a650e79c-f964-4eb1-aa89-f9c1dbdede76,d4a4836a41d312ae9d42716b70b5e16533b87d587e38c22ff4dd8b86f0ef761b
419,funky-alte-pop,funky alte pop,"Funke is always the life of every party, strong gen z advocate.",female,"Hair:  Two red buns, Skin color: White, Acessories Yellow sun shades, Expression: Rugged",b6753a8b-6127-4e97-812b-99e465791ba3,8c385a79c20538f79b6afb040c3e032429fc54fa86905ea114acb0e98a65d33b
420,madame-ngozi,madame ngozi,Ngozi make heads turn with her bright colours.,female,"Hair: Brown afro, Skin  color: White, Accessories: Yellow sunglasses, Expression: Pissed",7ecdbb1d-9a89-4136-b240-499051836979,dd80c40befe6ebd84d572c387f6ce0e36efae3512f84c3ec80e57f4df085ab20
